amount,currency,transaction_type,merchant_category,merchant_id,merchant_risk_score,user_id,account_age_days,kyc_level,avg_txn_amount_7d,avg_txn_amount_30d,device_type,is_new_device,ip_address,ip_risk_score,geo_location,hour,day_of_week,txn_velocity_1h,txn_velocity_24h,failed_txn_count_24h,account_balance,post_txn_balance,balance_change_ratio,amount_to_balance_ratio,is_night_txn,high_velocity_flag,unusual_location_flag,Class
14531.4,INR,ATM,luxury,M302,0.95,U5217,921,2,3765,3863,tablet,1,82.88.248.77,0.8,Kolkata,3,5,9,22,7,18031,3499.6,0.806,0.806,1,1,1,1
7567.79,INR,UPI,gaming,M673,0.96,U5699,191,3,953,865,mobile,1,234.110.169.55,0.97,Delhi,1,3,11,26,7,7879,311.21,0.961,0.961,1,1,1,1
12959.39,INR,ATM,food,M115,0.21,U2328,664,2,1804,1699,mobile,0,125.136.147.222,0.33,Chennai,16,3,4,18,2,43377,30417.61,0.299,0.299,0,0,0,0
212.0,INR,UPI,gaming,M973,0.33,U1427,777,3,2690,2756,tablet,0,231.154.206.88,0.04,Chennai,12,3,2,4,0,24103,23891.0,0.009,0.009,0,0,0,0
20358.61,INR,netbanking,luxury,M345,0.75,U5374,558,2,2649,2766,desktop,1,133.9.60.227,0.77,Bangalore,4,5,11,26,5,25247,4888.39,0.806,0.806,1,1,1,1
7136.57,INR,netbanking,travel,M629,0.05,U1105,150,1,3923,3807,desktop,0,66.246.176.122,0.14,Mumbai,19,5,2,16,0,45046,37909.43,0.158,0.158,0,0,0,0
27613.73,INR,ATM,retail,M198,0.81,U4041,560,2,4369,4250,tablet,1,123.233.214.0,0.78,Bangalore,4,0,9,25,5,30638,3024.27,0.901,0.901,1,1,1,1
5785.92,INR,ATM,travel,M418,0.24,U1142,374,1,4397,4531,desktop,0,4.219.143.132,0.11,Chennai,13,2,4,16,1,21015,15229.08,0.275,0.275,0,0,0,0
2713.73,INR,ATM,gaming,M635,0.03,U3169,96,1,3318,3580,desktop,0,205.251.96.73,0.32,Bangalore,20,2,1,14,2,27326,24612.27,0.099,0.099,0,0,0,0
22246.38,INR,UPI,crypto,M665,0.81,U4458,524,2,1495,1745,tablet,1,199.198.210.233,0.94,Mumbai,1,1,12,23,3,24897,2650.62,0.894,0.894,1,1,1,1
9014.57,INR,UPI,investment,M510,0.26,U1089,248,1,2756,2680,tablet,0,120.71.153.181,0.1,Hyderabad,15,1,3,17,2,40422,31407.43,0.223,0.223,0,0,0,0
28865.16,INR,ATM,retail,M957,0.65,U3918,524,1,2389,2090,tablet,1,169.178.254.120,0.85,Hyderabad,4,4,14,23,4,29857,991.84,0.967,0.967,1,1,1,0
29568.96,INR,ATM,retail,M593,0.97,U4237,478,3,1471,1345,desktop,1,3.128.35.220,0.72,Pune,2,2,13,20,7,32485,2916.04,0.91,0.91,1,1,1,1
4657.25,INR,netbanking,electronics,M287,0.21,U3241,484,3,4472,4468,desktop,0,175.65.164.17,0.22,Bangalore,8,3,4,23,2,47509,42851.75,0.098,0.098,0,0,0,0
16638.5,INR,netbanking,food,M554,0.73,U4174,574,3,965,1059,tablet,1,43.122.145.58,0.89,Chennai,4,2,12,13,6,17267,628.5,0.964,0.964,1,1,1,1
20306.66,INR,card,luxury,M738,0.64,U4412,496,1,3136,3402,mobile,1,51.69.60.134,0.7,Bangalore,1,1,8,11,2,23278,2971.34,0.872,0.872,1,1,1,1
8457.9,INR,ATM,crypto,M664,0.17,U3163,745,2,3679,3825,mobile,0,16.203.142.118,0.29,Delhi,21,5,1,7,0,33056,24598.1,0.256,0.256,0,0,0,0
6072.88,INR,netbanking,electronics,M130,0.6,U3636,277,3,1950,1759,desktop,1,153.6.200.223,0.74,Pune,4,2,12,13,5,6817,744.12,0.891,0.891,1,1,1,1
4443.4,INR,card,retail,M436,0.4,U2949,467,2,3506,3392,desktop,0,34.180.222.224,0.37,Pune,19,5,3,5,2,45011,40567.6,0.099,0.099,0,0,0,0
3982.45,INR,netbanking,investment,M637,0.11,U2768,452,3,1002,1233,tablet,0,93.61.119.234,0.01,Bangalore,17,1,2,18,0,35385,31402.55,0.113,0.113,0,0,0,0
39890.86,INR,card,luxury,M826,0.73,U5290,821,2,2774,2892,tablet,1,33.252.131.35,0.98,Kolkata,3,5,14,21,2,44758,4867.14,0.891,0.891,1,1,1,1
1888.14,INR,ATM,travel,M265,0.11,U3272,939,1,995,946,desktop,0,122.68.39.58,0.18,Hyderabad,14,5,3,12,0,31371,29482.86,0.06,0.06,0,0,0,0
3352.74,INR,netbanking,gaming,M616,0.15,U1001,516,3,3397,3634,mobile,0,73.71.48.128,0.26,Chennai,13,1,1,20,0,32469,29116.26,0.103,0.103,0,0,0,0
25996.71,INR,ATM,luxury,M952,0.74,U4282,504,2,1507,1631,desktop,1,87.46.22.184,0.77,Mumbai,3,1,9,22,3,31622,5625.29,0.822,0.822,1,1,1,1
37743.33,INR,ATM,retail,M160,0.85,U5957,976,3,2962,2883,mobile,1,165.129.247.79,0.78,Mumbai,1,1,10,23,5,46198,8454.67,0.817,0.817,1,1,1,1
6695.44,INR,card,retail,M275,0.28,U2951,410,2,4222,4014,mobile,0,192.64.243.199,0.24,Bangalore,13,4,4,16,1,41915,35219.56,0.16,0.16,0,0,0,0
8226.52,INR,card,gaming,M602,0.14,U1935,84,3,2430,2279,tablet,0,224.244.127.56,0.06,Delhi,12,0,2,9,0,29023,20796.48,0.283,0.283,0,0,0,0
28747.01,INR,ATM,investment,M951,0.68,U5296,749,2,864,830,tablet,1,253.24.18.80,0.97,Mumbai,1,0,10,16,3,32889,4141.99,0.874,0.874,1,1,1,1
18028.96,INR,ATM,investment,M917,0.76,U3720,706,2,2814,2852,mobile,1,240.185.95.65,0.75,Bangalore,3,1,13,18,4,20670,2641.04,0.872,0.872,1,1,1,0
15914.43,INR,card,food,M594,0.86,U5447,965,3,2508,2302,desktop,1,194.195.153.224,0.75,Pune,4,0,13,22,3,17782,1867.57,0.895,0.895,1,1,1,1
6187.81,INR,card,luxury,M485,0.18,U2109,515,2,4087,4350,tablet,0,238.63.217.170,0.12,Pune,11,0,4,10,1,47194,41006.19,0.131,0.131,0,0,0,0
4792.05,INR,card,gaming,M131,0.66,U4960,326,2,2125,2266,mobile,1,89.222.228.74,0.71,Hyderabad,1,0,14,20,2,5154,361.95,0.93,0.93,1,1,1,1
10998.34,INR,UPI,investment,M502,0.09,U1591,933,3,4989,4738,mobile,0,7.83.30.212,0.25,Bangalore,19,0,4,16,1,43673,32674.66,0.252,0.252,0,0,0,1
12565.13,INR,ATM,food,M736,0.11,U2695,273,1,4839,4954,mobile,0,239.173.112.165,0.36,Hyderabad,14,3,2,17,0,43649,31083.87,0.288,0.288,0,0,0,1
19120.66,INR,card,gaming,M183,0.91,U4450,31,1,3377,3513,tablet,1,162.138.207.44,0.92,Delhi,0,2,11,27,6,19933,812.34,0.959,0.959,1,1,1,1
21893.75,INR,UPI,gaming,M729,0.88,U3936,243,1,1225,1325,tablet,1,1.92.209.200,0.79,Mumbai,2,4,10,23,5,25995,4101.25,0.842,0.842,1,1,1,1
28756.02,INR,card,electronics,M644,0.81,U5204,111,1,1319,1501,desktop,1,189.82.198.233,0.94,Bangalore,2,1,8,19,7,31934,3177.98,0.9,0.9,1,1,1,1
32051.94,INR,UPI,investment,M737,0.63,U4411,840,3,4781,4580,tablet,1,170.236.23.209,0.76,Kolkata,2,1,12,26,5,38596,6544.06,0.83,0.83,1,1,1,1
5870.04,INR,card,retail,M749,0.35,U2576,846,3,2979,3105,mobile,0,34.73.149.117,0.33,Chennai,15,3,2,10,2,30010,24139.96,0.196,0.196,0,0,0,0
42914.68,INR,UPI,investment,M160,0.85,U4954,556,2,714,683,desktop,1,221.153.151.16,0.73,Hyderabad,0,1,11,17,7,48750,5835.32,0.88,0.88,1,1,1,1
6462.65,INR,netbanking,food,M339,0.22,U1213,213,3,3892,4061,mobile,0,3.195.2.66,0.24,Mumbai,20,3,1,5,0,29214,22751.35,0.221,0.221,0,0,0,0
9853.18,INR,ATM,investment,M936,0.12,U1778,829,1,3923,3791,tablet,0,40.41.135.192,0.01,Kolkata,15,0,2,8,2,33539,23685.82,0.294,0.294,0,0,0,0
693.6,INR,UPI,investment,M517,0.19,U2415,158,3,4734,4937,desktop,0,190.132.225.183,0.02,Chennai,10,5,1,7,2,15256,14562.4,0.045,0.045,0,0,0,0
24620.1,INR,netbanking,luxury,M743,0.75,U4759,802,3,1228,1022,desktop,1,56.127.2.20,0.75,Hyderabad,4,3,14,25,4,26621,2000.9,0.925,0.925,1,1,1,0
9366.29,INR,netbanking,investment,M147,0.09,U3043,997,3,1329,1498,desktop,0,16.161.210.71,0.15,Chennai,16,4,1,3,0,44625,35258.71,0.21,0.21,0,0,0,0
9862.73,INR,UPI,retail,M275,0.94,U3848,969,3,2157,2211,mobile,1,207.67.95.17,0.91,Delhi,3,5,11,28,7,10851,988.27,0.909,0.909,1,1,1,1
29544.79,INR,card,crypto,M998,0.61,U5537,683,1,4992,5091,tablet,1,12.205.54.27,0.87,Kolkata,2,4,10,21,2,32227,2682.21,0.917,0.917,1,1,1,1
14525.86,INR,ATM,food,M128,0.73,U4505,66,2,1959,1912,mobile,1,206.50.198.243,0.75,Pune,1,0,11,26,5,16148,1622.14,0.9,0.9,1,1,1,1
15840.53,INR,card,luxury,M529,0.62,U4813,88,3,1085,1088,tablet,1,242.145.36.225,0.89,Chennai,1,1,13,23,2,17319,1478.47,0.915,0.915,1,1,1,1
2977.85,INR,ATM,travel,M530,0.38,U2567,304,3,2869,2727,mobile,0,132.229.55.46,0.2,Kolkata,10,5,1,5,0,29168,26190.15,0.102,0.102,0,0,0,0
2164.82,INR,card,food,M564,0.03,U1165,55,1,3386,3159,desktop,0,49.198.32.183,0.27,Mumbai,13,1,1,8,0,16146,13981.18,0.134,0.134,0,0,0,0
29431.65,INR,card,luxury,M350,0.9,U5714,487,2,2132,2242,desktop,1,88.5.204.208,0.98,Hyderabad,0,0,9,11,2,34673,5241.35,0.849,0.849,1,1,1,1
37540.3,INR,ATM,crypto,M543,0.87,U5272,678,1,1407,1229,tablet,1,130.200.136.81,0.72,Mumbai,1,1,9,19,6,39095,1554.7,0.96,0.96,1,1,1,0
18531.39,INR,card,gaming,M726,0.87,U5926,233,1,3245,3162,desktop,1,24.70.204.29,0.9,Bangalore,1,5,11,24,7,22626,4094.61,0.819,0.819,1,1,1,1
478.79,INR,card,electronics,M505,0.08,U2343,714,3,2748,2592,mobile,0,13.207.129.236,0.1,Delhi,17,2,5,7,1,19504,19025.21,0.025,0.025,0,0,0,0
4447.22,INR,UPI,travel,M242,0.3,U3013,220,1,1019,1157,mobile,0,176.53.176.147,0.01,Kolkata,10,2,3,16,0,27429,22981.78,0.162,0.162,0,0,0,0
8292.89,INR,UPI,food,M722,0.39,U1273,991,1,3103,2910,mobile,0,213.158.120.201,0.17,Kolkata,21,1,2,8,2,39265,30972.11,0.211,0.211,0,0,0,0
156.16,INR,ATM,retail,M588,0.25,U1071,445,3,579,362,desktop,0,182.132.66.14,0.07,Delhi,8,1,4,21,0,48827,48670.84,0.003,0.003,0,0,0,0
35287.84,INR,netbanking,luxury,M517,0.68,U4887,348,3,1739,2031,tablet,1,153.91.110.230,0.7,Hyderabad,3,3,10,16,5,42916,7628.16,0.822,0.822,1,1,1,1
2985.8,INR,UPI,retail,M891,0.07,U2087,846,1,4248,4416,tablet,0,109.34.194.22,0.06,Kolkata,18,1,5,21,1,15852,12866.2,0.188,0.188,0,0,0,0
1729.06,INR,ATM,retail,M381,0.32,U1394,132,2,595,855,desktop,0,143.182.16.169,0.33,Delhi,11,2,1,15,2,26692,24962.94,0.065,0.065,0,0,0,0
3225.7,INR,ATM,crypto,M167,0.1,U1583,688,1,3565,3490,mobile,0,59.60.79.222,0.12,Kolkata,14,5,5,7,0,11242,8016.3,0.287,0.287,0,0,0,0
3855.14,INR,netbanking,investment,M676,0.01,U2367,464,2,3404,3307,mobile,0,18.241.42.159,0.29,Bangalore,18,0,2,12,1,47275,43419.86,0.082,0.082,0,0,0,0
40030.0,INR,netbanking,investment,M615,0.95,U5987,424,3,857,1026,desktop,1,206.72.196.130,0.9,Mumbai,4,4,8,22,6,45430,5400.0,0.881,0.881,1,1,1,1
25699.75,INR,netbanking,gaming,M364,0.71,U5088,692,2,1847,1903,desktop,1,82.135.245.8,0.95,Bangalore,3,1,8,16,7,27432,1732.25,0.937,0.937,1,1,1,1
25368.63,INR,ATM,luxury,M705,0.71,U3548,313,1,3767,3589,tablet,1,138.92.111.190,0.9,Mumbai,2,0,10,17,2,25950,581.37,0.978,0.978,1,1,1,1
1499.86,INR,netbanking,retail,M679,0.17,U2013,634,2,1398,1317,desktop,0,111.26.129.54,0.08,Hyderabad,18,4,3,22,0,8214,6714.14,0.183,0.183,0,0,0,0
33976.65,INR,UPI,food,M959,0.81,U5897,596,2,1006,829,desktop,1,77.14.17.139,0.85,Delhi,3,5,11,28,7,37823,3846.35,0.898,0.898,1,1,1,0
24286.22,INR,UPI,travel,M479,0.71,U4003,524,2,2845,2904,mobile,1,87.81.224.202,0.79,Bangalore,4,5,13,22,4,26248,1961.78,0.925,0.925,1,1,1,1
28480.95,INR,ATM,retail,M293,0.8,U5788,648,1,1356,1354,desktop,1,203.37.168.52,0.85,Kolkata,4,3,10,18,3,31480,2999.05,0.905,0.905,1,1,1,1
39255.24,INR,UPI,electronics,M605,0.64,U5407,180,3,1929,2047,desktop,1,98.220.4.188,0.77,Delhi,4,3,10,19,4,44201,4945.76,0.888,0.888,1,1,1,1
23550.06,INR,card,food,M731,0.79,U4532,101,3,2917,3085,mobile,1,15.120.66.158,0.81,Delhi,2,3,11,26,5,25601,2050.94,0.92,0.92,1,1,1,1
1428.09,INR,UPI,gaming,M180,0.09,U2763,281,3,3762,3648,mobile,0,255.29.55.20,0.33,Delhi,16,5,2,3,2,12198,10769.91,0.117,0.117,0,0,0,0
2289.68,INR,netbanking,crypto,M955,0.03,U2875,54,2,2385,2619,desktop,0,183.90.214.202,0.14,Delhi,19,5,5,9,1,8484,6194.32,0.27,0.27,0,0,0,0
4714.22,INR,UPI,investment,M921,0.37,U2259,340,2,3231,3059,mobile,0,243.147.166.240,0.05,Delhi,12,2,4,10,0,18594,13879.78,0.254,0.254,0,0,0,0
26920.54,INR,netbanking,luxury,M840,0.88,U5530,59,3,3236,3117,mobile,1,109.15.13.93,0.99,Mumbai,0,3,10,28,2,27921,1000.46,0.964,0.964,1,1,1,1
11408.33,INR,netbanking,investment,M635,0.36,U3253,75,3,2786,2604,tablet,0,94.10.183.197,0.16,Pune,14,4,5,16,0,43738,32329.67,0.261,0.261,0,0,0,0
46922.94,INR,ATM,luxury,M191,0.74,U3781,247,1,1129,881,tablet,1,190.247.203.227,0.97,Pune,1,3,14,29,4,49140,2217.06,0.955,0.955,1,1,1,0
19847.04,INR,netbanking,gaming,M470,0.82,U4592,870,2,4770,4956,tablet,1,242.46.176.51,0.81,Bangalore,0,1,8,13,4,24081,4233.96,0.824,0.824,1,1,1,1
2684.64,INR,ATM,investment,M762,0.32,U1526,234,3,4450,4574,tablet,0,214.18.166.13,0.32,Hyderabad,19,3,4,20,1,24557,21872.36,0.109,0.109,0,0,0,0
11611.95,INR,netbanking,gaming,M219,0.8,U5263,681,3,2506,2268,mobile,1,145.116.106.205,0.9,Delhi,1,1,13,32,7,11922,310.05,0.974,0.974,1,1,1,1
28049.01,INR,card,crypto,M921,0.71,U3946,560,2,2060,2248,desktop,1,185.139.203.190,0.95,Mumbai,4,4,12,30,2,33166,5116.99,0.846,0.846,1,1,1,1
5911.83,INR,ATM,retail,M894,0.37,U1377,458,3,1611,1474,mobile,0,46.16.117.91,0.24,Mumbai,21,3,4,13,1,24022,18110.17,0.246,0.246,0,0,0,0
5115.08,INR,netbanking,travel,M117,0.34,U2559,895,3,2778,2515,mobile,0,86.171.139.250,0.14,Delhi,20,3,1,7,1,17961,12845.92,0.285,0.285,0,0,0,0
14687.05,INR,UPI,luxury,M659,0.63,U4820,860,2,4826,4604,tablet,1,10.45.100.181,0.72,Delhi,0,4,11,25,5,17269,2581.95,0.85,0.85,1,1,1,1
3909.63,INR,card,electronics,M386,0.28,U2963,335,2,886,661,desktop,0,23.134.192.244,0.27,Mumbai,15,0,5,9,1,49125,45215.37,0.08,0.08,0,0,0,0
40773.14,INR,netbanking,luxury,M252,0.72,U5732,196,2,4096,4168,mobile,1,48.95.35.177,0.79,Hyderabad,1,2,8,10,4,41618,844.86,0.98,0.98,1,1,1,1
5767.52,INR,netbanking,retail,M476,0.18,U1348,903,3,4047,4068,mobile,0,116.13.197.229,0.39,Mumbai,10,2,2,6,1,19949,14181.48,0.289,0.289,0,0,0,0
2360.19,INR,netbanking,travel,M389,0.21,U3434,340,2,4159,4342,desktop,0,134.79.54.84,0.2,Bangalore,15,5,4,23,1,41461,39100.81,0.057,0.057,0,0,0,0
5051.04,INR,netbanking,gaming,M175,0.13,U3246,904,3,3405,3241,tablet,0,63.28.165.52,0.2,Hyderabad,16,5,3,21,0,47606,42554.96,0.106,0.106,0,0,0,0
43787.86,INR,ATM,travel,M736,0.94,U5166,830,3,1562,1396,tablet,1,112.107.243.204,0.8,Chennai,4,1,12,13,2,48499,4711.14,0.903,0.903,1,1,1,1
1955.5,INR,ATM,retail,M544,0.13,U2709,643,3,4660,4757,desktop,0,205.228.239.206,0.19,Chennai,15,3,4,11,1,22723,20767.5,0.086,0.086,0,0,0,0
13588.33,INR,ATM,retail,M704,0.12,U2050,187,1,3817,3699,tablet,0,58.42.134.50,0.01,Chennai,17,5,5,22,1,48948,35359.67,0.278,0.278,0,0,0,0
3179.97,INR,ATM,crypto,M795,0.15,U1590,959,1,3885,4031,mobile,0,253.85.61.136,0.05,Pune,12,3,2,8,0,23171,19991.03,0.137,0.137,0,0,0,0
1753.17,INR,UPI,travel,M209,0.11,U1519,760,1,2109,2135,desktop,0,178.46.78.197,0.31,Bangalore,17,3,5,9,0,13483,11729.83,0.13,0.13,0,0,0,0
14201.05,INR,ATM,investment,M973,0.87,U5752,492,1,1242,1322,mobile,1,135.182.197.88,0.97,Kolkata,3,3,12,20,3,15927,1725.95,0.892,0.892,1,1,1,1
20067.24,INR,card,luxury,M601,0.81,U5308,304,1,1078,892,tablet,1,82.97.1.38,0.95,Kolkata,4,0,9,28,4,22495,2427.76,0.892,0.892,1,1,1,1
1302.96,INR,card,crypto,M682,0.03,U3477,128,2,3998,3924,mobile,0,56.58.110.174,0.26,Mumbai,19,5,2,21,2,7872,6569.04,0.166,0.166,0,0,0,0
1015.71,INR,ATM,retail,M234,0.2,U2083,686,2,1235,1042,desktop,0,147.55.114.209,0.2,Kolkata,16,3,4,17,1,5504,4488.29,0.185,0.185,0,0,0,0
30732.14,INR,ATM,luxury,M994,0.64,U4588,694,2,3083,3254,desktop,1,166.37.215.172,0.78,Delhi,4,5,12,30,5,33170,2437.86,0.927,0.927,1,1,1,0
21912.89,INR,netbanking,luxury,M608,0.95,U5778,221,3,3706,3463,mobile,1,146.23.113.211,0.84,Delhi,0,0,12,25,4,24462,2549.11,0.896,0.896,1,1,1,1
23875.3,INR,UPI,food,M852,0.64,U5509,922,3,4419,4229,tablet,1,23.82.25.132,0.94,Delhi,4,4,14,23,3,29545,5669.7,0.808,0.808,1,1,1,1
3676.12,INR,netbanking,travel,M290,0.13,U2294,890,1,3089,3358,mobile,0,148.247.88.214,0.03,Kolkata,13,3,3,12,1,43874,40197.88,0.084,0.084,0,0,0,0
1239.43,INR,netbanking,luxury,M462,0.13,U2809,62,1,2289,2449,tablet,0,41.201.38.240,0.36,Kolkata,20,1,4,21,2,14088,12848.57,0.088,0.088,0,0,0,0
541.04,INR,netbanking,electronics,M366,0.01,U1791,988,2,4920,5175,desktop,0,109.60.200.2,0.1,Hyderabad,16,4,3,13,0,7469,6927.96,0.072,0.072,0,0,0,0
7800.83,INR,netbanking,travel,M525,0.18,U1792,120,1,705,536,tablet,0,82.253.157.27,0.24,Kolkata,8,3,5,12,1,29586,21785.17,0.264,0.264,0,0,0,0
39411.97,INR,netbanking,electronics,M675,0.87,U5114,161,2,565,791,desktop,1,182.154.17.67,0.86,Hyderabad,2,5,11,21,5,47075,7663.03,0.837,0.837,1,1,1,1
1772.43,INR,netbanking,luxury,M409,0.18,U2855,713,3,3952,4133,tablet,0,157.125.169.255,0.18,Delhi,14,4,2,15,0,17516,15743.57,0.101,0.101,0,0,0,0
12410.0,INR,card,retail,M382,0.89,U5757,712,3,729,537,tablet,1,201.18.135.128,0.73,Kolkata,0,5,13,14,2,15282,2872.0,0.812,0.812,1,1,1,1
4303.45,INR,UPI,electronics,M340,0.21,U2980,81,1,3400,3437,tablet,0,237.247.126.69,0.03,Hyderabad,15,0,5,13,2,27784,23480.55,0.155,0.155,0,0,0,0
11811.29,INR,card,luxury,M188,1.0,U4233,294,2,2314,2447,mobile,1,188.0.139.67,0.82,Hyderabad,0,5,8,14,6,14693,2881.71,0.804,0.804,1,1,1,1
37573.96,INR,UPI,luxury,M118,0.97,U4908,880,3,1508,1583,desktop,1,70.172.114.126,0.88,Kolkata,2,2,10,18,5,42617,5043.04,0.882,0.882,1,1,1,1
17151.86,INR,UPI,gaming,M911,0.86,U5984,763,1,3941,3651,desktop,1,86.120.181.27,0.94,Hyderabad,2,4,9,25,4,21302,4150.14,0.805,0.805,1,1,1,1
26904.02,INR,netbanking,gaming,M293,0.77,U4328,176,1,3677,3865,desktop,1,197.183.227.121,0.9,Hyderabad,1,0,11,17,6,32513,5608.98,0.827,0.827,1,1,1,0
2729.85,INR,netbanking,food,M528,0.05,U2530,609,2,2250,2540,desktop,0,54.221.133.106,0.08,Delhi,18,4,3,8,0,12255,9525.15,0.223,0.223,0,0,0,0
2242.45,INR,card,travel,M799,0.22,U2410,426,3,4418,4349,mobile,0,53.142.26.144,0.07,Kolkata,17,4,3,19,2,10069,7826.55,0.223,0.223,0,0,0,0
27044.85,INR,card,food,M110,0.86,U5294,710,1,2612,2412,tablet,1,9.170.157.255,0.72,Chennai,3,2,8,13,3,30928,3883.15,0.874,0.874,1,1,1,1
33864.97,INR,card,retail,M701,0.69,U5648,557,2,2808,3018,mobile,1,81.13.177.4,0.86,Kolkata,4,3,12,21,3,36712,2847.03,0.922,0.922,1,1,1,1
5928.47,INR,ATM,gaming,M656,0.1,U1083,161,2,4458,4569,desktop,0,72.11.61.138,0.23,Hyderabad,9,0,3,22,0,41068,35139.53,0.144,0.144,0,0,0,0
2258.8,INR,netbanking,gaming,M218,0.36,U1868,663,3,2906,2953,desktop,0,61.171.244.200,0.35,Chennai,13,1,1,2,0,27267,25008.2,0.083,0.083,0,0,0,0
2616.93,INR,ATM,retail,M356,0.18,U3350,350,3,2076,1896,desktop,0,241.138.206.132,0.09,Mumbai,13,1,1,20,0,10891,8274.07,0.24,0.24,0,0,0,0
7215.15,INR,UPI,electronics,M965,0.24,U1020,890,2,1929,1830,mobile,0,88.128.60.226,0.27,Hyderabad,9,0,2,3,2,49889,42673.85,0.145,0.145,0,0,0,0
21322.32,INR,card,crypto,M757,0.95,U4424,473,2,4654,4800,desktop,1,32.72.179.97,0.87,Chennai,3,4,8,12,7,22602,1279.68,0.943,0.943,1,1,1,1
28140.3,INR,ATM,electronics,M937,0.99,U3795,321,2,2187,1966,mobile,1,90.190.150.239,0.78,Pune,4,2,12,23,5,30817,2676.7,0.913,0.913,1,1,1,1
23296.45,INR,ATM,electronics,M803,0.9,U5572,868,3,3758,3706,desktop,1,206.11.113.79,0.79,Mumbai,2,0,9,23,7,27101,3804.55,0.86,0.86,1,1,1,1
3112.76,INR,card,crypto,M242,0.04,U2562,434,1,4867,4655,desktop,0,55.56.109.193,0.32,Bangalore,16,2,5,17,1,13371,10258.24,0.233,0.233,0,0,0,1
28626.43,INR,ATM,investment,M542,0.75,U4093,585,1,995,943,desktop,1,221.114.90.126,0.79,Kolkata,0,5,11,29,4,34129,5502.57,0.839,0.839,1,1,1,1
5340.86,INR,UPI,investment,M451,0.63,U4155,272,3,2177,2226,desktop,1,204.66.224.125,0.74,Mumbai,0,3,14,31,6,6407,1066.14,0.834,0.834,1,1,1,0
125.39,INR,card,food,M636,0.12,U1973,481,2,4886,4775,tablet,0,182.38.252.137,0.33,Chennai,16,0,2,17,1,17326,17200.61,0.007,0.007,0,0,0,0
3643.34,INR,card,investment,M802,0.15,U2710,771,1,2422,2405,desktop,0,9.199.138.18,0.22,Kolkata,21,4,2,3,2,23758,20114.66,0.153,0.153,0,0,0,1
7589.53,INR,UPI,food,M209,0.61,U4201,378,1,1537,1398,tablet,1,151.217.70.240,0.79,Pune,4,5,14,17,4,8730,1140.47,0.869,0.869,1,1,1,1
11618.01,INR,netbanking,gaming,M689,0.78,U5371,35,1,540,598,tablet,1,150.117.204.222,0.93,Pune,0,0,10,23,6,13358,1739.99,0.87,0.87,1,1,1,1
16341.95,INR,ATM,crypto,M265,0.81,U5819,204,3,1284,1540,mobile,1,30.14.157.52,0.81,Kolkata,3,2,11,17,5,19155,2813.05,0.853,0.853,1,1,1,1
6512.43,INR,ATM,food,M821,0.39,U2098,86,3,535,408,tablet,0,54.148.141.36,0.25,Hyderabad,14,5,1,15,1,42350,35837.57,0.154,0.154,0,0,0,0
37098.0,INR,netbanking,food,M571,0.86,U5161,578,2,2815,2762,tablet,1,65.81.118.123,0.93,Mumbai,0,5,11,21,2,39654,2556.0,0.936,0.936,1,1,1,1
25434.27,INR,ATM,travel,M500,0.96,U3844,500,1,3183,3139,mobile,1,15.139.255.90,0.95,Chennai,4,5,9,16,6,26308,873.73,0.967,0.967,1,1,1,1
3659.11,INR,ATM,investment,M399,0.32,U1886,50,2,1661,1719,mobile,0,166.54.142.43,0.0,Pune,13,2,1,15,2,20457,16797.89,0.179,0.179,0,0,0,0
8181.64,INR,UPI,electronics,M309,0.77,U5931,594,3,805,833,desktop,1,240.15.168.139,0.96,Mumbai,4,2,14,26,3,9521,1339.36,0.859,0.859,1,1,1,1
7431.21,INR,ATM,food,M143,0.86,U4678,257,1,4986,5169,mobile,1,164.133.86.174,0.82,Pune,0,1,14,25,4,8902,1470.79,0.835,0.835,1,1,1,1
30375.79,INR,card,crypto,M337,0.69,U5580,107,3,3460,3193,mobile,1,163.79.135.85,0.86,Pune,4,4,12,25,3,34372,3996.21,0.884,0.884,1,1,1,1
9973.39,INR,ATM,travel,M515,0.66,U4566,684,1,673,391,tablet,1,164.22.116.87,0.87,Bangalore,3,4,9,20,3,11727,1753.61,0.85,0.85,1,1,1,1
35665.18,INR,card,investment,M358,0.95,U5401,959,2,1569,1663,desktop,1,103.165.247.88,0.87,Hyderabad,2,4,10,12,5,40678,5012.82,0.877,0.877,1,1,1,1
7596.01,INR,ATM,retail,M701,0.0,U1515,302,2,4949,4778,desktop,0,83.39.223.174,0.18,Hyderabad,13,3,1,11,2,41338,33741.99,0.184,0.184,0,0,0,0
9225.33,INR,UPI,investment,M419,0.7,U5620,657,1,1477,1301,desktop,1,72.59.31.28,0.86,Mumbai,4,4,8,26,3,11312,2086.67,0.816,0.816,1,1,1,1
5006.58,INR,UPI,crypto,M325,0.3,U1737,67,2,1956,2211,desktop,0,68.17.187.152,0.3,Kolkata,10,2,4,15,2,18057,13050.42,0.277,0.277,0,0,0,1
1844.7,INR,ATM,travel,M328,0.4,U2453,621,1,3780,3745,desktop,0,54.245.164.247,0.14,Mumbai,20,1,1,17,0,42981,41136.3,0.043,0.043,0,0,0,0
16540.22,INR,UPI,retail,M803,0.97,U4971,655,2,3137,3300,desktop,1,251.19.29.172,0.89,Kolkata,1,1,14,32,7,19287,2746.78,0.858,0.858,1,1,1,1
